I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A04.4,"Другие кишечные инфекции, вызванные Escherichia coli"
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A04.5,"Энтерит, вызванный Campylobacter"
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A04.6,"Энтерит, вызванный Yersinia enterocolitica"
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A04.7,"Энтероколит, вызванный Clostridium difficile"
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A04.8,Другие уточненные бактериальные кишечные инфекции
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A04.9,Бактериальная кишечная инфекция неуточненная
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A05,Другие бактериальные пищевые отравления
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A05.0,Стафилококковое пищевое отравление
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A05.1,Ботулизм
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A05.2,"Пищевое отравление, вызванное Clostridium perfringens (Clostridium welchii)"
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A05.3,"Пищевое отравление, вызванное Vibrio parahaemolyticus"
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A05.4,"Пищевое отравление, вызванное Bacillus cereus"
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A05.8,Другие уточненные бактериальные пищевые отравления
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A05.9,Бактериальное пищевое отравление неуточненное
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A06,Амебиаз
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A06.0,Острая амебная дизентерия
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A06.1,Хронический кишечный амебиаз
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A06.2,Амебный недизентерийный колит
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A06.3,Амебома кишечника
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A06.4,Амебный абсцесс печени
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A06.5,Амебный абсцесс легкого (J99.8*)
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A06.6,Амебный абсцесс головного мозга (G07*)
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A06.7,Кожный амебиаз
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A06.8,Амебная инфекция другой локализации
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A06.9,Амебиаз неуточненный
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A07,Другие протозойные кишечные болезни
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A07.0,Балантидиаз
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A07.1,Жиардиаз (лямблиоз)
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A07.2,Криптоспоридиоз
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A07.3,Изоспороз
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A07.8,Другие уточненные протозойные кишечные болезни
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A07.9,Протозойная кишечная болезнь неуточненная
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A08,Вирусные и другие уточненные кишечные инфекции
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A08.0,Ротавирусный энтерит
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A08.1,"Острая гастроэнтеропатия,вызванная возбудителем Норволк"
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A08.2,Аденовирусный энтерит
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A08.3,Другие вирусные энтериты
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A08.4,Вирусная кишечная инфекция неуточненная
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A08.5,Другие уточненные кишечные инфекции
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A09,Диарея и гастроэнтерит предположительно инфекционные
I,Некоторые инфекционные и паразитарные болезни,(A00-A09),Кишечные инфекции,A09,Диарея и гастроэнтерит предположительно инфекционного происхождения
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A15,"Туберкулез органов дыхания, подтвержденный бактериологически и гистологически"
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A15.0,"Туберкулез легких, подтвержденный бактериоскопически с наличием или отсутствием роста культуры"
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A15.1,"Туберкулез легких, подтвержденный только ростом культуры"
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A15.2,"Туберкулез легких, подтвержденный гистологически"
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A15.3,"Туберкулез легких, подтвержденный неуточненными методами"
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A15.4,"Туберкулез внутригрудных лимфатических узлов, подтвержденный бактериологически и гистологически"
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A15.5,"Туберкулез гортани, трахеи и бронхов, подтвержденный бактериологически и гистологически"
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A15.6,"Туберкулезный плеврит, подтвержденный бактериологически и гистологически"
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A15.7,"Первичный туберкулез органов дыхания, подтвержденный бактериологически и гистологически"
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A15.8,"Туберкулез других органов дыхания, подтвержденный бактериологически и гистологически"
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A15.9,"Туберкулез органов дыхания неуточненной локализации, подтвержденный бактериологически и гистологически"
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A16,"Туберкулез органов дыхания, не подтвержденный бактериологически или гистологически"
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A16.0,Туберкулез легких при отрицательных результатах бактериологических и гистологических исследований
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A16.1,Туберкулез легких без проведения бактериологического и гистологического исследований
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A16.2,Туберкулез легких без упоминания о бактериологическом или гистологическом подтверждении
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A16.3,Туберкулез внутригрудных лимфатических узлов без упоминания о бактериологическом или гистологическом подтверждении
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A16.4,"Туберкулез гортани,трахеи,бронхов без упоминания о бактериологическом или гистологическом подтверждении"
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A16.5,Туберкулезный плеврит без упоминания о бактериологическом или гистологическом подтверждении
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A16.7,Первичный туберкулез органов дыхания без упоминания о бактериологическом или гистологическом подтверждении
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A16.8,Туберкулез других органов дыхания без упоминания о бактериологическом или гистологическом подтверждении
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A16.9,Туберкулез органов дыхания неуточненной локализации без упоминания о бактериологическом или гистологическом подтверждении
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A17,Туберкулез нервной системы
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A17.0,Туберкулезный менингит (G01*)
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A17.1,Менингеальная туберкулема (G07*)
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A17.8,Туберкулез нервной системы других локализаций
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A17.9,Туберкулез нервной системы неуточненный (G99.8*)
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A18,Туберкулез других органов
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A18.0,Туберкулез костей и суставов
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A18.1,Туберкулез мочеполовых органов
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A18.2,Туберкулезная периферическая лимфаденопатия
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A18.3,"Туберкулез кишечника, брюшины и брыжеечных лимфатических узлов"
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A18.4,Туберкулез кожи и подкожной клетчатки
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A18.5,Туберкулез глаза
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A18.6,Туберкулез уха
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A18.7,Туберкулез надпочечников (Е35.1*)
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A18.8,Туберкулез других уточненных органов
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A19,Милиарный туберкулез
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A19.0,Острый милиарный туберкулез одной уточненной локализации
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A19.1,Острый милиарный туберкулез множественной локализации
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A19.2,Острый милиарный туберкулез неуточненной локализации
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A19.8,Другие формы милиарного туберкулеза
I,Некоторые инфекционные и паразитарные болезни,(A15-A19),Туберкулез,A19.9,Милиарный туберкулез неуточненной локализации
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A20,Чума
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A20.0,Бубонная чума
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A20.1,Целлюлярнокожная чума
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A20.2,Легочная чума
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A20.3,Чумной менингит
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A20.7,Септическая чума
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A20.8,Другие формы чумы
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A20.9,Чума неуточненная
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A21,Туляремия
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A21.0,Ульцерогландулярная туляремия
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A21.1,Окулогландулярная туляремия
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A21.2,Легочная туляремия
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A21.3,Желудочно-кишечная туляремия
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A21.7,Генерализованная туляремия
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A21.8,Другие формы туляремии
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A21.9,Туляремия неуточненная
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A22,Сибирская язва
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A22.0,Кожная форма сибирской язвы
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A22.1,Легочная форма сибирской язвы
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A22.2,Желудочно-кишечная форма сибирской язвы
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A22.7,Сибиреязвенная септицемия
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A22.8,Другие формы сибирской язвы
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A22.9,Сибирская язва неуточненная
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A23,Бруцеллез
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A23.0,"Бруцеллез, вызванный Brucella melitensis"
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A23.1,"Бруцеллез, вызванный Brucella abortus"
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A23.2,"Бруцеллез, вызванный Brucella suis"
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A23.3,"Бруцеллез, вызванный Brucella canis"
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A23.8,Другие формы бруцеллеза
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A23.9,Бруцеллез неуточненный
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A24,Сап и мелиоидоз
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A24.0,Сап
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A24.1,Острый или молниеносный мелиоидоз
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A24.2,Подострый и хронический мелиоидоз
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A24.3,Другой уточненный мелиоидоз
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A24.4,Мелиоидоз неуточненный
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A25,Лихорадка от укуса крыс
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A25.0,Спириллез
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A25.1,Стрептобациллез
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A25.9,Лихорадка от укуса крыс неуточненная
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A26,Эризепелоид
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A26.0,Кожный эризипелоид
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A26.7,"Септицемия, вызванная Erysipelothrix"
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A26.8,Другие формы эризипелоида
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A26.9,Эризипелоид неуточненный
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A27,Лептоспироз
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A27.0,Лептоспироз желтушно-геморрагический
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A27.8,Другие формы лептоспироза
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A27.9,Лептоспироз неуточненный
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A28,"Другие бактериальные зоонозы, не классифицированные в других рубриках"
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A28.0,Пастереллез
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A28.1,Лихорадка от кошачьих царапин
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A28.2,Экстраинтестинальный иерсиниоз
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A28.8,"Другие уточненные бактериальные зоонозы, не классифицированные в других рубриках"
I,Некоторые инфекционные и паразитарные болезни,(A20-A28),Некоторые бактериальные зоонозы,A28.9,Бактериальные зоонозы неуточненные
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A30,Лепра [болезнь Гансена]
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A30.0,Недифференцированная лепра
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A30.1,Туберкулоидная лепра
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A30.2,Пограничная туберкулоидная лепра
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A30.3,Пограничная лепра
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A30.4,Пограничная лепроматозная лепра
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A30.5,Лепроматозная лепра
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A30.8,Другие формы лепры
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A30.9,Лепра неуточненная
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A31,"Инфекции, вызванные другими микробактериями"
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A31.0,"Легочная инфекция, вызванная Mycobacterium"
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A31.1,"Кожная инфекция, вызванная Mycobacterium"
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A31.8,"Другие инфекции, вызванные Mycobacterium"
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A31.9,"Инфекция, вызванная Mycobacterium, неуточненная"
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A32,Листериоз
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A32.0,Кожный листериоз
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A32.1,Листериозный менингит и менингоэнцефалит
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A32.7,Листериозная септицемия
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A32.8,Другие формы листериоза
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A32.9,Листериоз неуточненный
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A33,Столбняк новорожденного
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A33,Столбняк новорожденного
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A34,Акушерский столбняк
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A34,Акушерский столбняк
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A35,Другие формы столбняка
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A35,Другие формы столбняка
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A36,Дифтерия
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A36.0,Дифтерия глотки
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A36.1,Дифтерия носоглотки
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A36.2,Дифтерия гортани
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A36.3,Дифтерия кожи
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A36.8,Другая дифтерия
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A36.9,Дифтерия неуточненная
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A37,Коклюш
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A37.0,"Коклюш, вызванный Bordetella pertussis"
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A37.1,"Коклюш, вызванный Bordetella parapertussis"
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A37.8,"Коклюш,вызванный др.возбудителем вида Bordetella"
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A37.9,Коклюш неуточненный
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A38,Скарлатина
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A38,Скарлатина
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A39,Менингококковая инфекция
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A39.0,Менингококковый менингит (G01*)
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A39.1,Болезнь Уотерхауса-Фридериксена (Е35.1*)
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A39.2,Острая менингококкемия
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A39.3,Хроническая менингококкемия
I,Некоторые инфекционные и паразитарные болезни,(A30-A49),Другие бактериальные болезни,A39.4,Менингококкемия неуточненная
